epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.5440517123853161,59.08397116195222,1.477714236717058,61.65681844513961,0.0001
2,1.317711268029905,64.81894278083556,1.4530889602784054,62.68026107442166,0.0001
